,HAPPY,YEAR,AGE,WORKLIFE,MEDITATE,PERHRH,TWITTER,INSTAGRM,SATJOB1,NUMPETS,DOG,CAT,HLPNEEDY,VISZOO,VISTHOLY
55241,2,2012,28,,,,,,,,,,,1,
55242,1,2012,66,,,,,,,,,,,3,
55243,3,2012,35,,,,,,,,,,,0,
55244,2,2012,52,,,,,,,,,,,,
55245,2,2012,63,,,,,,,,,,,1,
55246,1,2012,31,,,,,,,,,,,,
55247,1,2012,29,,,,,,,,,,,1,
55248,1,2012,50,,,,,,,,,,,,
55249,2,2012,47,,,,,,,,,,,0,
55250,2,2012,65,,,,,,,,,,,0,
55251,2,2012,62,,,,,,,,,,,0,
55252,2,2012,18,,,,,,,,,,,,
55253,3,2012,40,,,,,,,,,,,,
55254,2,2012,28,,,,,,,,,,,2,
55255,2,2012,24,,,,,,,,,,,1,
55256,2,2012,40,,,,,,,,,,,1,
55257,1,2012,77,,,,,,,,,,,,
55258,1,2012,24,,,,,,,,,,,,
55259,2,2012,21,,,,,,,,,,,3,
55260,1,2012,22,,,,,,,,,,,,
55261,1,2012,24,,,,,,,,,,,,
55262,1,2012,22,,,,,,,,,,,,
55263,1,2012,21,,,,,,,,,,,1,
55264,2,2012,67,,,,,,,,,,,0,
55265,1,2012,32,,,,,,,,,,,,
55266,2,2012,38,,,,,,,,,,,1,
55267,2,2012,55,,,,,,,,,,,,
55268,3,2012,40,,,,,,,,,,,0,
55269,1,2012,38,,,,,,,,,,,2,
55270,2,2012,52,,,,,,,,,,,5,
55271,2,2012,34,,,,,,,,,,,,
55272,2,2012,22,,,,,,,,,,,,
55273,1,2012,56,,,,,,,,,,,,
55274,2,2012,60,,,,,,,,,,,,
55275,1,2012,39,,,,,,,,,,,2,
55276,2,2012,33,,,,,,,,,,,,
55277,2,2012,67,,,,,,,,,,,0,
55278,2,2012,51,,,,,,,,,,,0,
55279,3,2012,65,,,,,,,,,,,,
55280,2,2012,42,,,,,,,,,,,,
55281,3,2012,65,,,,,,,,,,,0,
55282,1,2012,25,,,,,,,,,,,,
55283,2,2012,36,,,,,,,,,,,,
55284,1,2012,38,,,,,,,,,,,1,
55285,2,2012,18,,,,,,,,,,,,
55286,1,2012,38,,,,,,,,,,,2,
55287,1,2012,41,,,,,,,,,,,1,
55288,2,2012,20,,,,,,,,,,,,
55289,2,2012,39,,,,,,,,,,,,
55290,2,2012,25,,,,,,,,,,,4,
55291,2,2012,57,,,,,,,,,,,,
55292,2,2012,61,,,,,,,,,,,,
55293,2,2012,31,,,,,,,,,,,1,
55294,2,2012,62,,,,,,,,,,,1,
55295,1,2012,30,,,,,,,,,,,,
55296,1,2012,68,,,,,,,,,,,,
55297,2,2012,50,,,,,,,,,,,1,
55298,2,2012,27,,,,,,,,,,,0,
55299,2,2012,30,,,,,,,,,,,2,
55300,2,2012,65,,,,,,,,,,,0,
55301,2,2012,65,,,,,,,,,,,,
55302,2,2012,36,,,,,,,,,,,6,
55303,3,2012,72,,,,,,,,,,,0,
55304,2,2012,27,,,,,,,,,,,5,
55305,1,2012,22,,,,,,,,,,,,
55306,2,2012,33,,,,,,,,,,,,
55307,2,2012,35,,,,,,,,,,,0,
55308,1,2012,54,,,,,,,,,,,,
55309,1,2012,18,,,,,,,,,,,0,
55310,2,2012,38,,,,,,,,,,,,
55311,2,2012,67,,,,,,,,,,,,
55312,2,2012,48,,,,,,,,,,,1,
55313,2,2012,64,,,,,,,,,,,,
55314,2,2012,89,,,,,,,,,,,1,
55315,1,2012,48,,,,,,,,,,,,
55316,1,2012,44,,,,,,,,,,,,
55317,2,2012,42,,,,,,,,,,,,
55318,1,2012,26,,,,,,,,,,,,
55319,1,2012,68,,,,,,,,,,,0,
55320,1,2012,61,,,,,,,,,,,1,
55321,1,2012,34,,,,,,,,,,,,
55322,1,2012,35,,,,,,,,,,,,
55323,2,2012,53,,,,,,,,,,,,
55324,1,2012,32,,,,,,,,,,,2,
55325,2,2012,61,,,,,,,,,,,0,
55326,2,2012,28,,,,,,,,,,,,
55327,1,2012,39,,,,,,,,,,,,
55328,1,2012,61,,,,,,,,,,,,
55329,2,2012,65,,,,,,,,,,,4,
55330,1,2012,34,,,,,,,,,,,,
55331,2,2012,87,,,,,,,,,,,0,
55332,2,2012,24,,,,,,,,,,,0,
55333,2,2012,39,,,,,,,,,,,,
55334,2,2012,76,,,,,,,,,,,,
55335,3,2012,32,,,,,,,,,,,1,
55336,2,2012,54,,,,,,,,,,,0,
55337,3,2012,55,,,,,,,,,,,,
55338,2,2012,53,,,,,,,,,,,1,
55339,2,2012,62,,,,,,,,,,,,
55340,3,2012,39,,,,,,,,,,,1,
55341,2,2012,30,,,,,,,,,,,,
55342,2,2012,89,,,,,,,,,,,0,
55343,1,2012,30,,,,,,,,,,,0,
55344,1,2012,35,,,,,,,,,,,1,
55345,1,2012,73,,,,,,,,,,,,
55346,2,2012,69,,,,,,,,,,,0,
55347,2,2012,89,,,,,,,,,,,0,
55348,1,2012,55,,,,,,,,,,,1,
55349,2,2012,78,,,,,,,,,,,,
55350,2,2012,43,,,,,,,,,,,,
55351,1,2012,68,,,,,,,,,,,2,
55352,1,2012,71,,,,,,,,,,,0,
55353,1,2012,47,,,,,,,,,,,,
55354,2,2012,68,,,,,,,,,,,,
55355,2,2012,76,,,,,,,,,,,,
55356,1,2012,55,,,,,,,,,,,0,
55357,1,2012,49,,,,,,,,,,,0,
55358,2,2012,68,,,,,,,,,,,,
55359,1,2012,47,,,,,,,,,,,0,
55360,1,2012,59,,,,,,,,,,,0,
55361,2,2012,74,,,,,,,,,,,0,
55362,2,2012,71,,,,,,,,,,,,
55363,2,2012,32,,,,,,,,,,,,
55364,1,2012,30,,,,,,,,,,,,
55365,1,2012,38,,,,,,,,,,,,
55366,2,2012,41,,,,,,,,,,,1,
55367,1,2012,62,,,,,,,,,,,0,
55368,2,2012,49,,,,,,,,,,,,
55369,2,2012,52,,,,,,,,,,,,
55370,3,2012,61,,,,,,,,,,,,
55371,2,2012,52,,,,,,,,,,,95,
55372,2,2012,33,,,,,,,,,,,,
55373,2,2012,65,,,,,,,,,,,2,
55374,3,2012,55,,,,,,,,,,,1,
55375,1,2012,45,,,,,,,,,,,0,
55376,2,2012,35,,,,,,,,,,,,
55377,2,2012,36,,,,,,,,,,,2,
55378,1,2012,43,,,,,,,,,,,0,
55379,3,2012,83,,,,,,,,,,,2,
55380,3,2012,64,,,,,,,,,,,2,
55381,2,2012,38,,,,,,,,,,,,
55382,2,2012,25,,,,,,,,,,,,
55383,3,2012,81,,,,,,,,,,,0,
55384,3,2012,23,,,,,,,,,,,,
55385,3,2012,21,,,,,,,,,,,0,
55386,2,2012,56,,,,,,,,,,,0,
55387,2,2012,30,,,,,,,,,,,,
55388,3,2012,69,,,,,,,,,,,,
55389,2,2012,62,,,,,,,,,,,1,
55390,2,2012,39,,,,,,,,,,,2,
55391,3,2012,25,,,,,,,,,,,,
55392,3,2012,75,,,,,,,,,,,,
55393,2,2012,46,,,,,,,,,,,,
55394,3,2012,57,,,,,,,,,,,0,
55395,2,2012,20,,,,,,,,,,,,
55396,2,2012,53,,,,,,,,,,,1,
55397,2,2012,53,,,,,,,,,,,,
55398,1,2012,42,,,,,,,,,,,0,
55399,1,2012,63,,,,,,,,,,,0,
55400,2,2012,55,,,,,,,,,,,,
55401,1,2012,54,,,,,,,,,,,0,
55402,1,2012,77,,,,,,,,,,,,
55403,,2012,48,,,,,,,,,,,1,
55404,2,2012,52,,,,,,,,,,,1,
55405,2,2012,31,,,,,,,,,,,0,
55406,2,2012,57,,,,,,,,,,,0,
55407,3,2012,21,,,,,,,,,,,,
55408,2,2012,50,,,,,,,,,,,2,
55409,1,2012,38,,,,,,,,,,,,
55410,1,2012,33,,,,,,,,,,,,
55411,1,2012,26,,,,,,,,,,,0,
55412,3,2012,33,,,,,,,,,,,4,
55413,2,2012,44,,,,,,,,,,,,
55414,2,2012,25,,,,,,,,,,,0,
55415,2,2012,27,,,,,,,,,,,0,
55416,1,2012,27,,,,,,,,,,,,
55417,1,2012,28,,,,,,,,,,,,
55418,1,2012,22,,,,,,,,,,,0,
55419,2,2012,48,,,,,,,,,,,1,
55420,3,2012,89,,,,,,,,,,,,
55421,2,2012,49,,,,,,,,,,,5,
55422,2,2012,87,,,,,,,,,,,,
55423,2,2012,64,,,,,,,,,,,10,
55424,2,2012,41,,,,,,,,,,,,
55425,3,2012,57,,,,,,,,,,,0,
55426,2,2012,46,,,,,,,,,,,,
55427,2,2012,58,,,,,,,,,,,,
55428,1,2012,78,,,,,,,,,,,1,
55429,2,2012,45,,,,,,,,,,,,
55430,2,2012,38,,,,,,,,,,,,
55431,3,2012,69,,,,,,,,,,,0,
55432,1,2012,61,,,,,,,,,,,0,
55433,2,2012,48,,,,,,,,,,,,
55434,2,2012,37,,,,,,,,,,,1,
55435,2,2012,47,,,,,,,,,,,,
55436,2,2012,26,,,,,,,,,,,0,
55437,2,2012,41,,,,,,,,,,,,
55438,3,2012,55,,,,,,,,,,,0,
55439,1,2012,81,,,,,,,,,,,,
55440,2,2012,32,,,,,,,,,,,,
55441,1,2012,27,,,,,,,,,,,,
55442,2,2012,32,,,,,,,,,,,1,
55443,2,2012,39,,,,,,,,,,,2,
55444,2,2012,55,,,,,,,,,,,,
55445,2,2012,35,,,,,,,,,,,1,
55446,1,2012,64,,,,,,,,,,,,
55447,2,2012,85,,,,,,,,,,,0,
55448,2,2012,52,,,,,,,,,,,,
55449,2,2012,46,,,,,,,,,,,0,
55450,3,2012,34,,,,,,,,,,,,
55451,2,2012,55,,,,,,,,,,,4,
55452,2,2012,72,,,,,,,,,,,,
55453,2,2012,34,,,,,,,,,,,2,
55454,2,2012,35,,,,,,,,,,,0,
55455,2,2012,61,,,,,,,,,,,,
55456,2,2012,56,,,,,,,,,,,1,
55457,2,2012,60,,,,,,,,,,,,
55458,2,2012,65,,,,,,,,,,,,
55459,1,2012,85,,,,,,,,,,,0,
55460,2,2012,42,,,,,,,,,,,0,
55461,1,2012,27,,,,,,,,,,,,
55462,2,2012,85,,,,,,,,,,,0,
55463,2,2012,63,,,,,,,,,,,,
55464,2,2012,61,,,,,,,,,,,2,
55465,2,2012,27,,,,,,,,,,,1,
55466,3,2012,48,,,,,,,,,,,,
55467,1,2012,25,,,,,,,,,,,,
55468,1,2012,34,,,,,,,,,,,1,
55469,3,2012,37,,,,,,,,,,,2,
55470,3,2012,64,,,,,,,,,,,,
55471,2,2012,82,,,,,,,,,,,,
55472,2,2012,43,,,,,,,,,,,,
55473,3,2012,54,,,,,,,,,,,,
55474,2,2012,25,,,,,,,,,,,2,
55475,2,2012,78,,,,,,,,,,,,
55476,2,2012,19,,,,,,,,,,,0,
55477,2,2012,64,,,,,,,,,,,0,
55478,2,2012,23,,,,,,,,,,,,
55479,2,2012,31,,,,,,,,,,,1,
55480,1,2012,41,,,,,,,,,,,,
55481,2,2012,29,,,,,,,,,,,,
55482,1,2012,51,,,,,,,,,,,0,
55483,2,2012,55,,,,,,,,,,,1,
55484,3,2012,36,,,,,,,,,,,,
55485,2,2012,87,,,,,,,,,,,,
55486,2,2012,28,,,,,,,,,,,1,
55487,2,2012,35,,,,,,,,,,,,
55488,1,2012,37,,,,,,,,,,,1,
55489,2,2012,84,,,,,,,,,,,0,
55490,1,2012,21,,,,,,,,,,,0,
55491,2,2012,49,,,,,,,,,,,0,
55492,1,2012,42,,,,,,,,,,,,
55493,2,2012,69,,,,,,,,,,,1,
55494,1,2012,32,,,,,,,,,,,0,
55495,2,2012,69,,,,,,,,,,,,
55496,2,2012,48,,,,,,,,,,,2,
55497,2,2012,20,,,,,,,,,,,,
55498,1,2012,51,,,,,,,,,,,,
55499,2,2012,60,,,,,,,,,,,0,
55500,2,2012,59,,,,,,,,,,,,
55501,3,2012,89,,,,,,,,,,,0,
55502,2,2012,18,,,,,,,,,,,2,
55503,1,2012,62,,,,,,,,,,,,
55504,2,2012,54,,,,,,,,,,,,
55505,2,2012,19,,,,,,,,,,,,
55506,2,2012,38,,,,,,,,,,,,
55507,1,2012,31,,,,,,,,,,,0,
55508,2,2012,51,,,,,,,,,,,,
55509,2,2012,23,,,,,,,,,,,,
55510,2,2012,48,,,,,,,,,,,0,
55511,2,2012,45,,,,,,,,,,,,
55512,2,2012,20,,,,,,,,,,,,
55513,2,2012,70,,,,,,,,,,,,
55514,1,2012,58,,,,,,,,,,,,
55515,,2012,63,,,,,,,,,,,1,
55516,1,2012,44,,,,,,,,,,,4,
55517,1,2012,87,,,,,,,,,,,0,
55518,1,2012,50,,,,,,,,,,,,
55519,1,2012,52,,,,,,,,,,,1,
55520,1,2012,32,,,,,,,,,,,,
55521,2,2012,43,,,,,,,,,,,2,
55522,1,2012,51,,,,,,,,,,,,
55523,2,2012,58,,,,,,,,,,,0,
55524,2,2012,75,,,,,,,,,,,,
55525,1,2012,71,,,,,,,,,,,0,
55526,3,2012,72,,,,,,,,,,,1,
55527,1,2012,64,,,,,,,,,,,,
55528,3,2012,35,,,,,,,,,,,2,
55529,3,2012,34,,,,,,,,,,,,
55530,1,2012,71,,,,,,,,,,,0,
55531,2,2012,41,,,,,,,,,,,4,
55532,2,2012,34,,,,,,,,,,,,
55533,2,2012,50,,,,,,,,,,,,
55534,2,2012,23,,,,,,,,,,,2,
55535,1,2012,53,,,,,,,,,,,,
55536,2,2012,64,,,,,,,,,,,0,
55537,2,2012,41,,,,,,,,,,,,
55538,2,2012,46,,,,,,,,,,,0,
55539,3,2012,54,,,,,,,,,,,,
55540,1,2012,67,,,,,,,,,,,1,
55541,3,2012,53,,,,,,,,,,,0,
55542,1,2012,59,,,,,,,,,,,,
55543,1,2012,65,,,,,,,,,,,0,
55544,1,2012,51,,,,,,,,,,,0,
55545,2,2012,39,,,,,,,,,,,0,
55546,2,2012,49,,,,,,,,,,,,
55547,1,2012,30,,,,,,,,,,,,
55548,2,2012,57,,,,,,,,,,,0,
55549,2,2012,36,,,,,,,,,,,0,
55550,1,2012,39,,,,,,,,,,,,
55551,2,2012,38,,,,,,,,,,,6,
55552,2,2012,46,,,,,,,,,,,1,
55553,2,2012,41,,,,,,,,,,,,
55554,2,2012,29,,,,,,,,,,,,
55555,2,2012,58,,,,,,,,,,,,
55556,2,2012,48,,,,,,,,,,,0,
55557,1,2012,31,,,,,,,,,,,,
55558,3,2012,54,,,,,,,,,,,0,
55559,2,2012,37,,,,,,,,,,,,
55560,2,2012,48,,,,,,,,,,,,
55561,2,2012,58,,,,,,,,,,,0,
55562,2,2012,77,,,,,,,,,,,,
55563,2,2012,44,,,,,,,,,,,,
55564,3,2012,27,,,,,,,,,,,5,
55565,2,2012,19,,,,,,,,,,,,
55566,2,2012,55,,,,,,,,,,,0,
55567,2,2012,52,,,,,,,,,,,,
55568,2,2012,63,,,,,,,,,,,0,
55569,2,2012,39,,,,,,,,,,,5,
55570,1,2012,68,,,,,,,,,,,,
55571,3,2012,82,,,,,,,,,,,0,
55572,2,2012,59,,,,,,,,,,,,
55573,1,2012,64,,,,,,,,,,,0,
55574,3,2012,47,,,,,,,,,,,,
55575,2,2012,45,,,,,,,,,,,0,
55576,3,2012,37,,,,,,,,,,,,
55577,3,2012,20,,,,,,,,,,,,
55578,2,2012,31,,,,,,,,,,,,
55579,2,2012,22,,,,,,,,,,,,
55580,2,2012,61,,,,,,,,,,,0,
55581,1,2012,56,,,,,,,,,,,,
55582,2,2012,34,,,,,,,,,,,,
55583,2,2012,53,,,,,,,,,,,,
55584,2,2012,22,,,,,,,,,,,2,
55585,1,2012,39,,,,,,,,,,,0,
55586,1,2012,25,,,,,,,,,,,1,
55587,1,2012,75,,,,,,,,,,,,
55588,2,2012,44,,,,,,,,,,,2,
55589,2,2012,26,,,,,,,,,,,,
55590,1,2012,40,,,,,,,,,,,2,
55591,2,2012,33,,,,,,,,,,,,
55592,2,2012,49,,,,,,,,,,,,
55593,1,2012,49,,,,,,,,,,,,
55594,2,2012,48,,,,,,,,,,,8,
55595,2,2012,40,,,,,,,,,,,,
55596,2,2012,80,,,,,,,,,,,0,
55597,1,2012,21,,,,,,,,,,,,
55598,1,2012,38,,,,,,,,,,,,
55599,2,2012,74,,,,,,,,,,,,
55600,2,2012,75,,,,,,,,,,,0,
55601,2,2012,40,,,,,,,,,,,,
55602,1,2012,50,,,,,,,,,,,0,
55603,2,2012,48,,,,,,,,,,,,
55604,2,2012,32,,,,,,,,,,,0,
55605,1,2012,41,,,,,,,,,,,,
55606,2,2012,26,,,,,,,,,,,0,
55607,3,2012,57,,,,,,,,,,,,
55608,3,2012,30,,,,,,,,,,,1,
55609,3,2012,41,,,,,,,,,,,1,
55610,2,2012,50,,,,,,,,,,,0,
55611,2,2012,30,,,,,,,,,,,,
55612,2,2012,47,,,,,,,,,,,,
55613,2,2012,65,,,,,,,,,,,0,
55614,3,2012,43,,,,,,,,,,,0,
55615,2,2012,20,,,,,,,,,,,0,
55616,2,2012,47,,,,,,,,,,,,
55617,2,2012,31,,,,,,,,,,,2,
55618,2,2012,35,,,,,,,,,,,,
55619,2,2012,58,,,,,,,,,,,1,
55620,2,2012,66,,,,,,,,,,,0,
55621,2,2012,37,,,,,,,,,,,0,
55622,2,2012,40,,,,,,,,,,,2,
55623,2,2012,56,,,,,,,,,,,2,
55624,2,2012,49,,,,,,,,,,,,
55625,2,2012,30,,,,,,,,,,,1,
55626,2,2012,45,,,,,,,,,,,,
55627,2,2012,77,,,,,,,,,,,0,
55628,2,2012,30,,,,,,,,,,,,
55629,1,2012,43,,,,,,,,,,,,
55630,2,2012,31,,,,,,,,,,,,
55631,2,2012,58,,,,,,,,,,,0,
55632,2,2012,62,,,,,,,,,,,,
55633,3,2012,73,,,,,,,,,,,0,
55634,1,2012,60,,,,,,,,,,,0,
55635,1,2012,32,,,,,,,,,,,,
55636,1,2012,24,,,,,,,,,,,0,
55637,3,2012,71,,,,,,,,,,,0,
55638,2,2012,31,,,,,,,,,,,,
55639,2,2012,42,,,,,,,,,,,1,
55640,2,2012,80,,,,,,,,,,,0,
55641,2,2012,76,,,,,,,,,,,,
55642,2,2012,40,,,,,,,,,,,,
55643,2,2012,29,,,,,,,,,,,,
55644,1,2012,86,,,,,,,,,,,0,
55645,1,2012,53,,,,,,,,,,,0,
55646,2,2012,48,,,,,,,,,,,,
55647,2,2012,86,,,,,,,,,,,,
55648,3,2012,71,,,,,,,,,,,,
55649,1,2012,50,,,,,,,,,,,,
55650,2,2012,40,,,,,,,,,,,0,
55651,1,2012,30,,,,,,,,,,,0,
55652,2,2012,68,,,,,,,,,,,,
55653,2,2012,37,,,,,,,,,,,,
55654,1,2012,41,,,,,,,,,,,,
55655,3,2012,64,,,,,,,,,,,0,
55656,2,2012,72,,,,,,,,,,,0,
55657,2,2012,40,,,,,,,,,,,,
55658,1,2012,43,,,,,,,,,,,,
55659,2,2012,84,,,,,,,,,,,0,
55660,1,2012,34,,,,,,,,,,,2,
55661,1,2012,79,,,,,,,,,,,,
55662,3,2012,60,,,,,,,,,,,0,
55663,2,2012,59,,,,,,,,,,,,
55664,2,2012,59,,,,,,,,,,,1,
55665,1,2012,63,,,,,,,,,,,,
55666,1,2012,66,,,,,,,,,,,,
55667,2,2012,49,,,,,,,,,,,,
55668,2,2012,66,,,,,,,,,,,1,
55669,2,2012,42,,,,,,,,,,,2,
55670,2,2012,52,,,,,,,,,,,,
55671,2,2012,42,,,,,,,,,,,1,
55672,2,2012,45,,,,,,,,,,,2,
55673,2,2012,37,,,,,,,,,,,,
55674,1,2012,49,,,,,,,,,,,0,
55675,2,2012,31,,,,,,,,,,,1,
55676,1,2012,81,,,,,,,,,,,5,
55677,3,2012,30,,,,,,,,,,,0,
55678,1,2012,29,,,,,,,,,,,,
55679,2,2012,58,,,,,,,,,,,,
55680,3,2012,76,,,,,,,,,,,0,
55681,2,2012,49,,,,,,,,,,,,
55682,2,2012,42,,,,,,,,,,,,
55683,2,2012,56,,,,,,,,,,,3,
55684,1,2012,40,,,,,,,,,,,,
55685,1,2012,35,,,,,,,,,,,3,
55686,1,2012,36,,,,,,,,,,,,
55687,1,2012,56,,,,,,,,,,,1,
55688,2,2012,37,,,,,,,,,,,,
55689,1,2012,35,,,,,,,,,,,8,
55690,2,2012,24,,,,,,,,,,,,
55691,3,2012,70,,,,,,,,,,,0,
55692,2,2012,28,,,,,,,,,,,,
55693,1,2012,51,,,,,,,,,,,,
55694,2,2012,30,,,,,,,,,,,,
55695,3,2012,80,,,,,,,,,,,,
55696,2,2012,46,,,,,,,,,,,,
55697,2,2012,78,,,,,,,,,,,1,
55698,2,2012,64,,,,,,,,,,,,
55699,2,2012,50,,,,,,,,,,,0,
55700,3,2012,63,,,,,,,,,,,,
55701,1,2012,66,,,,,,,,,,,0,
55702,1,2012,35,,,,,,,,,,,,
55703,3,2012,72,,,,,,,,,,,,
55704,1,2012,88,,,,,,,,,,,0,
55705,3,2012,,,,,,,,,,,,1,
55706,2,2012,19,,,,,,,,,,,,
55707,1,2012,32,,,,,,,,,,,1,
55708,1,2012,33,,,,,,,,,,,3,
55709,2,2012,48,,,,,,,,,,,,
55710,2,2012,67,,,,,,,,,,,1,
55711,2,2012,46,,,,,,,,,,,,
55712,2,2012,50,,,,,,,,,,,,
55713,1,2012,28,,,,,,,,,,,,
55714,1,2012,28,,,,,,,,,,,,
55715,3,2012,49,,,,,,,,,,,0,
55716,2,2012,20,,,,,,,,,,,0,
55717,2,2012,51,,,,,,,,,,,,
55718,3,2012,75,,,,,,,,,,,,
55719,2,2012,65,,,,,,,,,,,1,
55720,2,2012,58,,,,,,,,,,,,
55721,2,2012,40,,,,,,,,,,,,
55722,1,2012,32,,,,,,,,,,,0,
55723,3,2012,53,,,,,,,,,,,,
55724,2,2012,51,,,,,,,,,,,2,
55725,1,2012,48,,,,,,,,,,,0,
55726,1,2012,42,,,,,,,,,,,1,
55727,2,2012,39,,,,,,,,,,,2,
55728,3,2012,27,,,,,,,,,,,,
55729,1,2012,45,,,,,,,,,,,0,
55730,2,2012,42,,,,,,,,,,,,
55731,3,2012,48,,,,,,,,,,,,
55732,2,2012,69,,,,,,,,,,,1,
55733,2,2012,18,,,,,,,,,,,,
55734,2,2012,37,,,,,,,,,,,,
55735,1,2012,33,,,,,,,,,,,10,
55736,2,2012,49,,,,,,,,,,,0,
55737,2,2012,39,,,,,,,,,,,0,
55738,1,2012,44,,,,,,,,,,,,
55739,3,2012,53,,,,,,,,,,,0,
55740,2,2012,25,,,,,,,,,,,0,
55741,1,2012,45,,,,,,,,,,,,
55742,2,2012,24,,,,,,,,,,,4,
55743,1,2012,59,,,,,,,,,,,1,
55744,2,2012,27,,,,,,,,,,,,
55745,3,2012,54,,,,,,,,,,,0,
55746,1,2012,26,,,,,,,,,,,,
55747,2,2012,86,,,,,,,,,,,0,
55748,2,2012,63,,,,,,,,,,,,
55749,1,2012,27,,,,,,,,,,,,
55750,2,2012,52,,,,,,,,,,,0,
55751,3,2012,50,,,,,,,,,,,,
55752,2,2012,36,,,,,,,,,,,2,
55753,2,2012,38,,,,,,,,,,,15,
55754,3,2012,73,,,,,,,,,,,0,
55755,2,2012,51,,,,,,,,,,,1,
55756,3,2012,41,,,,,,,,,,,,
55757,3,2012,36,,,,,,,,,,,2,
55758,1,2012,54,,,,,,,,,,,0,
55759,2,2012,39,,,,,,,,,,,,
55760,2,2012,61,,,,,,,,,,,,
55761,2,2012,21,,,,,,,,,,,,
55762,2,2012,76,,,,,,,,,,,0,
55763,2,2012,23,,,,,,,,,,,0,
55764,1,2012,63,,,,,,,,,,,2,
55765,2,2012,45,,,,,,,,,,,,
55766,1,2012,26,,,,,,,,,,,0,
55767,3,2012,36,,,,,,,,,,,,
55768,2,2012,64,,,,,,,,,,,0,
55769,1,2012,46,,,,,,,,,,,0,
55770,1,2012,69,,,,,,,,,,,,
55771,1,2012,43,,,,,,,,,,,,
55772,3,2012,57,,,,,,,,,,,0,
55773,1,2012,34,,,,,,,,,,,,
55774,1,2012,30,,,,,,,,,,,1,
55775,1,2012,28,,,,,,,,,,,,
55776,2,2012,23,,,,,,,,,,,2,
55777,2,2012,29,,,,,,,,,,,2,
55778,1,2012,54,,,,,,,,,,,1,
55779,2,2012,57,,,,,,,,,,,,
55780,2,2012,67,,,,,,,,,,,,
55781,1,2012,27,,,,,,,,,,,,
55782,2,2012,43,,,,,,,,,,,1,
55783,2,2012,42,,,,,,,,,,,0,
55784,2,2012,35,,,,,,,,,,,,
55785,1,2012,30,,,,,,,,,,,,
55786,1,2012,55,,,,,,,,,,,,
55787,2,2012,53,,,,,,,,,,,0,
55788,1,2012,18,,,,,,,,,,,,
55789,3,2012,40,,,,,,,,,,,,
55790,2,2012,25,,,,,,,,,,,0,
55791,1,2012,54,,,,,,,,,,,,
55792,2,2012,52,,,,,,,,,,,1,
55793,2,2012,25,,,,,,,,,,,1,
55794,1,2012,28,,,,,,,,,,,,
55795,3,2012,74,,,,,,,,,,,0,
55796,2,2012,89,,,,,,,,,,,1,
55797,1,2012,77,,,,,,,,,,,,
55798,2,2012,24,,,,,,,,,,,,
55799,2,2012,72,,,,,,,,,,,0,
55800,2,2012,70,,,,,,,,,,,,
55801,2,2012,84,,,,,,,,,,,2,
55802,3,2012,73,,,,,,,,,,,0,
55803,2,2012,57,,,,,,,,,,,,
55804,2,2012,47,,,,,,,,,,,,
55805,2,2012,49,,,,,,,,,,,,
55806,2,2012,51,,,,,,,,,,,,
55807,2,2012,53,,,,,,,,,,,1,
55808,2,2012,65,,,,,,,,,,,0,
55809,2,2012,55,,,,,,,,,,,,
55810,2,2012,57,,,,,,,,,,,,
55811,2,2012,38,,,,,,,,,,,2,
55812,3,2012,49,,,,,,,,,,,0,
55813,2,2012,54,,,,,,,,,,,,
55814,1,2012,21,,,,,,,,,,,1,
55815,2,2012,20,,,,,,,,,,,0,
55816,2,2012,76,,,,,,,,,,,,
55817,3,2012,66,,,,,,,,,,,0,
55818,2,2012,43,,,,,,,,,,,,
55819,2,2012,55,,,,,,,,,,,,
55820,1,2012,28,,,,,,,,,,,,
55821,2,2012,45,,,,,,,,,,,,
55822,2,2012,81,,,,,,,,,,,0,
55823,2,2012,76,,,,,,,,,,,0,
55824,2,2012,45,,,,,,,,,,,,
55825,2,2012,62,,,,,,,,,,,2,
55826,2,2012,62,,,,,,,,,,,1,
55827,2,2012,29,,,,,,,,,,,,
55828,2,2012,31,,,,,,,,,,,2,
55829,2,2012,32,,,,,,,,,,,0,
55830,1,2012,41,,,,,,,,,,,,
55831,1,2012,30,,,,,,,,,,,,
55832,2,2012,64,,,,,,,,,,,2,
55833,2,2012,50,,,,,,,,,,,,
55834,2,2012,22,,,,,,,,,,,1,
55835,2,2012,22,,,,,,,,,,,,
55836,2,2012,54,,,,,,,,,,,0,
55837,3,2012,76,,,,,,,,,,,,
55838,3,2012,66,,,,,,,,,,,1,
55839,3,2012,64,,,,,,,,,,,2,
55840,2,2012,56,,,,,,,,,,,,
55841,2,2012,19,,,,,,,,,,,0,
55842,2,2012,45,,,,,,,,,,,,
55843,1,2012,47,,,,,,,,,,,,
55844,2,2012,20,,,,,,,,,,,,
55845,2,2012,44,,,,,,,,,,,0,
55846,2,2012,24,,,,,,,,,,,,
55847,1,2012,49,,,,,,,,,,,0,
55848,2,2012,67,,,,,,,,,,,,
55849,2,2012,48,,,,,,,,,,,0,
55850,3,2012,47,,,,,,,,,,,3,
55851,2,2012,75,,,,,,,,,,,,
55852,1,2012,76,,,,,,,,,,,0,
55853,2,2012,51,,,,,,,,,,,,
55854,1,2012,37,,,,,,,,,,,1,
55855,3,2012,43,,,,,,,,,,,0,
55856,1,2012,22,,,,,,,,,,,,
55857,2,2012,41,,,,,,,,,,,,
55858,2,2012,24,,,,,,,,,,,95,
